individual_id,timestamp,x,y,district
0,2025-01-06T00:00:00,9.828711776381981,2.4812757644482017,Southeast
0,2025-01-06T01:00:00,9.858242218510867,2.441190557198117,Southeast
0,2025-01-06T02:00:00,9.868282931461994,2.5424045819287118,Southeast
0,2025-01-06T03:00:00,9.870849483244728,2.4401500284445623,Southeast
0,2025-01-06T04:00:00,9.85417975853165,2.533387087130891,Southeast
0,2025-01-06T05:00:00,9.7840125796662,2.4607152904590026,Southeast
0,2025-01-06T06:00:00,9.894193874468098,2.5145097483796026,Southeast
0,2025-01-06T07:00:00,9.875610993589905,2.5780857233166437,Southeast
0,2025-01-06T08:00:00,7.069223476862254,3.7788319879649794,Southeast
0,2025-01-06T09:00:00,0.05899121063648319,6.1083860118133515,Northwest
0,2025-01-06T10:00:00,0.09107125845336436,6.170229701463721,Northwest
0,2025-01-06T11:00:00,0.04334566894369731,6.096660299016534,Northwest
0,2025-01-06T12:00:00,0.18517365964551163,6.164622323513678,Northwest
0,2025-01-06T13:00:00,0.03306716947090394,6.194076665108256,Northwest
0,2025-01-06T14:00:00,0.064224180962941,6.1356360776783845,Northwest
0,2025-01-06T15:00:00,2.7275721882372315,5.148490974272248,Northwest
0,2025-01-06T16:00:00,9.935650322614107,2.5223530374996037,Southeast
0,2025-01-06T17:00:00,9.844083646153498,2.4834217197945816,Southeast
0,2025-01-06T18:00:00,9.848973623182925,2.4885936697013804,Southeast
0,2025-01-06T19:00:00,4.817183550048014,1.57965727040409,Southwest
0,2025-01-06T20:00:00,9.912277372978814,2.553531329418586,Southeast
0,2025-01-06T21:00:00,9.798541939273095,2.5368707738543534,Southeast
0,2025-01-06T22:00:00,9.794921280419533,2.502734035660879,Southeast
0,2025-01-06T23:00:00,9.881375141257761,2.5107963856896656,Southeast
0,2025-01-07T00:00:00,9.87078138697873,2.562650386701835,Southeast
0,2025-01-07T01:00:00,9.908173486701264,2.3890237328604016,Southeast
0,2025-01-07T02:00:00,9.846434588111329,2.4971198899099534,Southeast
0,2025-01-07T03:00:00,9.789048187395757,2.507473253341004,Southeast
0,2025-01-07T04:00:00,9.909082441201257,2.4602432166280876,Southeast
0,2025-01-07T05:00:00,9.872588167852431,2.4670729919198537,Southeast
0,2025-01-07T06:00:00,9.832255649357649,2.5628016763785126,Southeast
0,2025-01-07T07:00:00,9.837429817500363,2.5221944305721364,Southeast
0,2025-01-07T08:00:00,9.784283405662396,2.5781986334675064,Southeast
0,2025-01-07T09:00:00,9.883238228157095,2.496405937305701,Southeast
0,2025-01-07T10:00:00,9.882153990704833,2.447313153853799,Southeast
0,2025-01-07T11:00:00,9.906433359974942,2.490746539991854,Southeast
0,2025-01-07T12:00:00,9.850969349702899,2.484039706413092,Southeast
